event_id,timestamp,user_id,employee_name,department,role,location,resource_type,action_type,records_accessed,historical_avg_access,risk_score,anomaly_score,threat_type,severity,label
EVT00665,2026-04-14 16:02:00,U7116,Ubika Sridhar,Marketing,Manager,Hyderabad,Cloud Storage,Download,468,532,3,0.0,None,Low,Normal
EVT00666,2026-05-02 21:12:00,U1008,Hemani Mangal,Finance,System Admin,Mumbai,File,Download,910,869,23,0.253,None,Low,Normal
EVT00667,2026-02-03 02:54:00,U3644,Unnati Barman,Legal,Executive,Chennai,Database,Delete,883,880,6,0.119,None,Low,Normal
EVT00668,2026-11-11 13:05:00,U4454,Ekta Jain,Marketing,Executive,Mumbai,File,Delete,1956,163,94,0.912,Credential Abuse,High,Threat
EVT00669,2026-12-01 19:34:00,U6381,Wishi Minhas,Finance,Manager,Pune,Database,Download,326,349,1,0.27,None,Low,Normal
EVT00670,2026-12-23 01:29:00,U7435,Adweta Karpe,Marketing,Analyst,Pune,Database,Read,452,443,29,0.202,None,Low,Normal
EVT00671,2026-09-18 15:54:00,U7336,Chavvi Chauhan,HR,Analyst,Bangalore,Cloud Storage,Delete,809,852,13,0.133,None,Low,Normal
EVT00672,2026-09-18 13:22:00,U4137,Leena Mody,Finance,Executive,Pune,File,Write,44,40,15,0.294,None,Low,Normal
EVT00673,2026-06-02 06:02:00,U1116,Girindra Raval,HR,System Admin,Bangalore,File,Download,52,57,11,0.166,None,Low,Normal
EVT00674,2026-05-08 19:35:00,U2070,Anirudh Rajan,Marketing,Manager,Pune,Database,Write,640,599,17,0.28,None,Low,Normal
EVT00675,2026-07-19 18:13:00,U4143,Dayamai Dhingra,IT Security,Analyst,Pune,File,Download,930,922,1,0.281,None,Low,Normal
EVT00676,2026-08-24 04:49:00,U8086,Lucky Kumar,IT Security,System Admin,Mumbai,Database,Download,1044,985,32,0.108,None,Low,Normal
EVT00677,2026-02-04 04:46:00,U5553,Bakhshi Bajwa,Operations,Executive,Delhi,File,Read,1006,925,26,0.058,None,Low,Normal
EVT00678,2026-06-14 07:08:00,U7943,Chakradev Reddy,Finance,Manager,Hyderabad,API,Delete,2420,605,79,0.719,Data Exfiltration,High,Threat
EVT00679,2026-09-01 10:21:00,U5102,Shivansh Gole,HR,Analyst,Delhi,API,Delete,685,847,4,0.246,None,Low,Normal
EVT00680,2026-11-16 07:51:00,U2567,Fiyaz Dayal,Legal,System Admin,Chennai,Database,Read,308,262,4,0.275,None,Low,Normal
EVT00681,2026-02-17 08:27:00,U3089,Thomas Chowdhury,Finance,System Admin,Bangalore,File,Download,1060,931,5,0.031,None,Low,Normal
EVT00682,2026-10-05 18:25:00,U7581,Vasudha Patel,Finance,Executive,Delhi,API,Read,949,73,84,0.815,Impossible Travel,High,Threat
EVT00683,2026-01-19 21:53:00,U8439,Hardik Shan,Marketing,Developer,Chennai,API,Read,1048,980,7,0.004,None,Low,Normal
EVT00684,2026-05-21 23:39:00,U3064,Waida Parmer,Legal,Executive,Mumbai,File,Download,699,627,31,0.217,None,Low,Normal
EVT00685,2026-02-02 02:11:00,U1991,Simon Nadig,HR,Developer,Chennai,Cloud Storage,Delete,229,268,20,0.175,None,Low,Normal
EVT00686,2026-08-13 18:28:00,U6618,Manbir Kanda,Engineering,Developer,Bangalore,API,Read,145,169,16,0.152,None,Low,Normal
EVT00687,2026-09-08 08:37:00,U4201,Qadim Nadkarni,HR,Manager,Bangalore,File,Write,738,899,31,0.208,None,Low,Normal
EVT00688,2026-09-02 10:05:00,U5909,Hitesh Hari,Operations,Developer,Hyderabad,Database,Download,682,634,3,0.149,None,Low,Normal
EVT00689,2026-06-17 16:19:00,U8643,Nandini Lad,Marketing,Manager,Hyderabad,Cloud Storage,Delete,599,674,25,0.062,None,Low,Normal
EVT00690,2026-01-08 04:52:00,U2208,Gaurika Deep,Engineering,Analyst,Chennai,Database,Write,390,26,79,0.832,Credential Abuse,High,Threat
EVT00691,2026-05-07 19:25:00,U4587,Yatin Dar,Engineering,Manager,Mumbai,API,Write,196,223,13,0.006,None,Low,Normal
EVT00692,2026-04-10 22:30:00,U7208,Anika Sandhu,Legal,Analyst,Mumbai,API,Delete,800,952,30,0.072,None,Low,Normal
EVT00693,2026-11-12 19:46:00,U2071,Yoshita Varty,Finance,Manager,Hyderabad,API,Write,604,696,35,0.113,None,Low,Normal
EVT00694,2026-06-28 01:48:00,U1756,Nilima Baria,IT Security,Executive,Chennai,API,Delete,615,633,10,0.098,None,Low,Normal
EVT00695,2026-04-03 02:01:00,U9327,Vritti Narasimhan,Marketing,System Admin,Hyderabad,Database,Download,10008,834,95,0.899,Data Exfiltration,High,Threat
EVT00696,2026-09-30 12:46:00,U9168,Aarnav Purohit,Marketing,System Admin,Hyderabad,File,Delete,909,789,34,0.208,None,Low,Normal
EVT00697,2026-10-19 23:02:00,U1599,Zayan Iyengar,HR,Manager,Hyderabad,Cloud Storage,Write,520,526,26,0.066,None,Low,Normal
EVT00698,2026-09-30 09:59:00,U5170,Aahana Dixit,Marketing,Analyst,Hyderabad,Database,Delete,417,406,29,0.156,None,Low,Normal
EVT00699,2026-09-02 22:33:00,U7981,Barkha Deshmukh,Operations,System Admin,Delhi,Cloud Storage,Delete,61,62,32,0.095,None,Low,Normal
EVT00700,2026-07-13 10:07:00,U2243,Noah Golla,Engineering,Analyst,Mumbai,Database,Delete,198,203,15,0.03,None,Low,Normal
EVT00701,2026-09-01 00:50:00,U4221,Bhavika Oommen,Legal,Developer,Mumbai,File,Delete,590,59,76,0.912,Privilege Escalation,Critical,Threat
EVT00702,2026-09-10 09:50:00,U7616,Jagrati Kari,Operations,Executive,Pune,Database,Download,4238,326,90,0.854,Privilege Escalation,Critical,Threat
EVT00703,2026-12-12 11:24:00,U4829,Zashil Raghavan,Marketing,Executive,Chennai,Cloud Storage,Download,835,760,22,0.238,None,Low,Normal
EVT00704,2026-11-01 03:37:00,U4433,Damyanti Bajaj,Operations,System Admin,Chennai,Database,Delete,205,212,9,0.173,None,Low,Normal
EVT00705,2026-12-30 22:38:00,U6810,Jonathan Lal,Engineering,Manager,Delhi,Cloud Storage,Download,3940,985,94,0.934,Credential Abuse,Critical,Threat
EVT00706,2026-04-12 07:33:00,U3518,Anvi De,Engineering,Executive,Pune,Cloud Storage,Download,669,601,14,0.285,None,Low,Normal
EVT00707,2026-12-12 17:20:00,U2779,Mahika Bhasin,Engineering,Executive,Delhi,File,Read,4150,415,75,0.731,Privilege Escalation,High,Threat
EVT00708,2026-05-16 22:40:00,U4260,Jagvi Bala,Finance,System Admin,Mumbai,API,Write,634,637,19,0.198,None,Low,Normal
EVT00709,2026-01-09 01:03:00,U3815,Jairaj Iyer,Engineering,System Admin,Delhi,API,Read,1170,78,74,0.861,Impossible Travel,High,Threat
EVT00710,2026-04-05 14:43:00,U4369,Finn Bava,Engineering,System Admin,Pune,Cloud Storage,Write,1083,945,20,0.176,None,Low,Normal
EVT00711,2026-05-27 21:00:00,U1121,Utkarsh Srivastava,HR,System Admin,Bangalore,Cloud Storage,Write,709,721,34,0.099,None,Low,Normal
EVT00712,2026-01-29 11:03:00,U2492,Ayushman Parsa,Engineering,System Admin,Mumbai,File,Download,513,522,12,0.125,None,Low,Normal
EVT00713,2026-11-30 09:07:00,U7302,Ansh Krish,Legal,Manager,Pune,Database,Download,11084,652,92,0.984,Privilege Escalation,High,Threat
EVT00714,2026-02-18 14:26:00,U4559,Om Mann,Operations,System Admin,Chennai,Database,Delete,673,663,5,0.227,None,Low,Normal
EVT00715,2026-11-25 08:40:00,U3700,Vedant Gokhale,Engineering,Manager,Chennai,Database,Download,761,818,2,0.022,None,Low,Normal
EVT00716,2026-09-08 05:51:00,U7542,Ekta Shanker,IT Security,Manager,Delhi,Database,Read,775,787,17,0.034,None,Low,Normal
EVT00717,2026-12-05 01:16:00,U8942,Pavani Padmanabhan,Operations,Analyst,Bangalore,API,Download,378,354,9,0.141,None,Low,Normal
EVT00718,2026-01-14 03:43:00,U2646,Arin Rattan,HR,Developer,Bangalore,Cloud Storage,Write,160,185,5,0.201,None,Low,Normal
EVT00719,2026-11-17 21:03:00,U6866,Sanya Bhandari,HR,Manager,Pune,Database,Write,2392,299,84,0.909,Data Exfiltration,Critical,Threat
EVT00720,2026-01-04 09:32:00,U1797,Orinder Soni,IT Security,System Admin,Hyderabad,API,Delete,389,474,16,0.06,None,Low,Normal
EVT00721,2026-09-03 11:32:00,U4148,Balveer Mistry,Legal,Analyst,Hyderabad,Database,Write,192,48,93,0.75,Impossible Travel,High,Threat
EVT00722,2026-05-19 00:34:00,U4393,Mitali Dewan,Marketing,System Admin,Delhi,Database,Write,358,350,14,0.032,None,Low,Normal
EVT00723,2026-08-19 06:41:00,U1196,Gunbir Bajaj,Operations,Manager,Delhi,API,Read,33,35,18,0.195,None,Low,Normal
EVT00724,2026-10-27 08:26:00,U5940,Eiravati Gandhi,IT Security,Executive,Delhi,Database,Write,101,88,17,0.288,None,Low,Normal
EVT00725,2026-04-07 19:08:00,U6440,Priya Prashad,HR,Developer,Pune,Cloud Storage,Read,718,666,22,0.005,None,Low,Normal
EVT00726,2026-06-19 05:55:00,U9248,Chaman Zacharia,Marketing,Analyst,Hyderabad,Database,Read,456,479,20,0.071,None,Low,Normal
EVT00727,2026-02-13 15:13:00,U3253,Aachal Dayal,Engineering,System Admin,Mumbai,API,Write,281,269,25,0.061,None,Low,Normal
EVT00728,2026-08-28 08:16:00,U3199,Anika Natarajan,Engineering,Developer,Pune,Database,Download,17370,965,90,0.944,Data Exfiltration,High,Threat
EVT00729,2026-05-30 20:55:00,U9836,Pooja Balakrishnan,Finance,Manager,Pune,API,Download,336,359,34,0.096,None,Low,Normal
EVT00730,2026-12-25 00:04:00,U2146,Tejas Sampath,HR,Analyst,Pune,API,Write,21,26,9,0.028,None,Low,Normal
EVT00731,2026-05-29 19:40:00,U4871,Abha Chokshi,Marketing,Analyst,Delhi,Cloud Storage,Delete,973,871,11,0.217,None,Low,Normal
EVT00732,2026-08-09 17:04:00,U5675,Vidhi Barad,Marketing,System Admin,Pune,API,Delete,208,200,31,0.024,None,Low,Normal
EVT00733,2026-12-09 18:18:00,U8231,Mohini Nigam,Operations,Executive,Chennai,Cloud Storage,Write,406,427,31,0.006,None,Low,Normal
EVT00734,2026-08-07 14:55:00,U9801,Hamsini Chokshi,HR,Executive,Pune,API,Delete,744,894,25,0.139,None,Low,Normal
EVT00735,2026-12-17 03:21:00,U2178,Krishna Shukla,Engineering,Manager,Pune,Cloud Storage,Write,414,404,10,0.275,None,Low,Normal
EVT00736,2026-09-30 12:37:00,U9051,Hiral Chauhan,Operations,System Admin,Delhi,File,Download,18040,902,85,0.792,Data Exfiltration,Critical,Threat
EVT00737,2026-04-29 05:29:00,U4182,Ekbal Rajagopalan,IT Security,System Admin,Mumbai,File,Download,818,963,24,0.209,None,Low,Normal
EVT00738,2026-06-29 16:59:00,U4970,Daksha Dash,Operations,Analyst,Mumbai,Database,Write,938,968,17,0.182,None,Low,Normal
EVT00739,2026-04-28 13:08:00,U1202,Vrishti Ghosh,Finance,Analyst,Pune,Cloud Storage,Download,153,170,6,0.156,None,Low,Normal
EVT00740,2026-11-07 20:07:00,U5143,Bishakha Wason,Legal,Developer,Chennai,Cloud Storage,Delete,4077,453,93,0.823,Data Exfiltration,High,Threat
EVT00741,2026-04-14 22:05:00,U5407,Ayaan Manda,Legal,Manager,Pune,Cloud Storage,Delete,911,815,1,0.296,None,Low,Normal
EVT00742,2026-11-01 06:16:00,U9600,Omkaar Tella,Operations,Developer,Pune,Cloud Storage,Write,17,21,12,0.112,None,Low,Normal
EVT00743,2026-03-22 06:33:00,U8383,Zehaan Gour,Marketing,Manager,Hyderabad,API,Read,220,222,12,0.243,None,Low,Normal
EVT00744,2026-11-17 22:19:00,U2789,Finn Mittal,IT Security,Manager,Bangalore,File,Read,16031,943,82,0.737,Data Exfiltration,Critical,Threat
EVT00745,2026-12-20 07:23:00,U2651,Laksh Choudhry,Finance,Analyst,Mumbai,Database,Read,4940,260,73,0.763,Data Exfiltration,Critical,Threat
EVT00746,2026-12-20 20:10:00,U8753,Ubika Nair,IT Security,Developer,Chennai,Cloud Storage,Delete,724,799,24,0.205,None,Low,Normal
EVT00747,2026-09-21 00:36:00,U7528,Yashoda Nanda,Operations,Executive,Bangalore,File,Delete,385,342,7,0.001,None,Low,Normal
EVT00748,2026-04-12 02:48:00,U1420,Ishita Sani,Marketing,Analyst,Chennai,File,Write,469,431,24,0.136,None,Low,Normal
EVT00749,2026-10-28 19:54:00,U4079,Utkarsh Sachar,Finance,Developer,Bangalore,File,Read,900,910,21,0.203,None,Low,Normal
EVT00750,2026-03-01 06:01:00,U6707,Vinaya Rajagopal,Operations,System Admin,Pune,Database,Download,495,516,19,0.182,None,Low,Normal
EVT00751,2026-01-24 02:47:00,U3094,Maanas Dewan,Operations,Analyst,Mumbai,Cloud Storage,Write,917,910,29,0.287,None,Low,Normal
EVT00752,2026-06-04 02:41:00,U3792,Inaya Saini,IT Security,Analyst,Bangalore,Cloud Storage,Read,513,573,11,0.279,None,Low,Normal
EVT00753,2026-06-10 11:21:00,U5220,Ishwar Agate,Legal,System Admin,Pune,Database,Write,455,412,35,0.19,None,Low,Normal
EVT00754,2026-06-12 23:17:00,U2059,Vasudha Dugal,Legal,Developer,Delhi,Cloud Storage,Download,897,834,15,0.067,None,Low,Normal
EVT00755,2026-03-06 21:49:00,U6574,Tanish Comar,Legal,Executive,Hyderabad,Database,Delete,763,109,74,0.956,Impossible Travel,High,Threat
EVT00756,2026-10-10 15:20:00,U7941,Ayushman Balakrishnan,Engineering,Developer,Pune,API,Write,632,624,7,0.119,None,Low,Normal
EVT00757,2026-08-05 03:22:00,U4586,Jatin Seshadri,Operations,System Admin,Hyderabad,File,Write,454,491,3,0.18,None,Low,Normal
EVT00758,2026-12-15 06:35:00,U4534,Ganga Khare,Operations,Developer,Pune,Cloud Storage,Read,615,725,22,0.046,None,Low,Normal
EVT00759,2026-06-13 21:24:00,U1861,Chakradev Dutta,IT Security,Manager,Delhi,Cloud Storage,Delete,970,888,11,0.297,None,Low,Normal
EVT00760,2026-12-11 17:38:00,U6706,George Pillai,IT Security,System Admin,Delhi,Database,Delete,353,365,19,0.209,None,Low,Normal
EVT00761,2026-03-12 20:46:00,U3144,Vyanjana Sankaran,Engineering,Executive,Bangalore,File,Download,14336,896,90,0.749,Privilege Escalation,Critical,Threat
EVT00762,2026-06-02 17:55:00,U4573,Rudra Srivastava,IT Security,Manager,Pune,Database,Delete,368,318,7,0.203,None,Low,Normal
EVT00763,2026-11-08 00:18:00,U3756,Gunbir Prakash,Finance,Analyst,Mumbai,Cloud Storage,Write,162,171,4,0.035,None,Low,Normal
EVT00764,2026-04-19 04:25:00,U7619,Abhimanyu Chatterjee,HR,Analyst,Bangalore,API,Download,379,366,32,0.091,None,Low,Normal
EVT00765,2026-10-01 08:05:00,U2468,Ekani Kade,IT Security,System Admin,Pune,Cloud Storage,Delete,207,196,29,0.11,None,Low,Normal
EVT00766,2026-12-23 05:42:00,U9351,Aarna Pall,HR,Analyst,Chennai,Cloud Storage,Delete,728,104,92,0.924,Privilege Escalation,Critical,Threat
EVT00767,2026-08-06 06:16:00,U3051,Kai Memon,Finance,Developer,Bangalore,API,Download,735,680,2,0.118,None,Low,Normal
EVT00768,2026-12-22 18:15:00,U2047,Zilmil Bahl,Marketing,Executive,Chennai,Database,Write,924,822,8,0.054,None,Low,Normal
EVT00769,2026-11-22 15:57:00,U6149,Hardik Nagarajan,Finance,Analyst,Hyderabad,API,Write,163,204,6,0.169,None,Low,Normal
EVT00770,2026-04-01 19:35:00,U9292,Bhavini Talwar,Engineering,Developer,Chennai,API,Download,45,55,1,0.075,None,Low,Normal
EVT00771,2026-08-02 15:28:00,U9750,Varenya Varma,Operations,Manager,Chennai,Cloud Storage,Delete,19760,988,86,0.973,Credential Abuse,High,Threat
EVT00772,2026-06-22 15:37:00,U1601,Aadi Zachariah,HR,Manager,Mumbai,API,Write,787,698,14,0.178,None,Low,Normal
EVT00773,2026-02-24 03:31:00,U5177,Nidhi Wali,Engineering,System Admin,Pune,API,Download,803,766,30,0.025,None,Low,Normal
EVT00774,2026-04-15 07:22:00,U9780,Mason Doctor,HR,Analyst,Pune,File,Write,535,455,24,0.169,None,Low,Normal
EVT00775,2026-11-02 14:33:00,U3514,Kamala Grover,Engineering,System Admin,Delhi,Database,Write,565,543,5,0.081,None,Low,Normal
EVT00776,2026-02-18 00:43:00,U6396,Jai Panchal,Legal,Analyst,Mumbai,File,Delete,733,720,10,0.261,None,Low,Normal
EVT00777,2026-06-11 19:40:00,U7203,Vyanjana Chandran,Finance,Analyst,Hyderabad,File,Download,25,30,7,0.159,None,Low,Normal
EVT00778,2026-07-17 09:00:00,U2623,Kai Apte,Finance,Manager,Mumbai,Cloud Storage,Write,826,906,23,0.242,None,Low,Normal
EVT00779,2026-10-21 04:50:00,U8812,Lopa Dayal,Marketing,Manager,Mumbai,Database,Write,837,827,9,0.043,None,Low,Normal
EVT00780,2026-09-27 12:51:00,U5081,Ishani Anand,Legal,Executive,Delhi,Cloud Storage,Write,240,293,29,0.296,None,Low,Normal
EVT00781,2026-11-08 11:44:00,U9529,Ridhi Dua,Legal,Manager,Mumbai,Database,Delete,488,534,27,0.231,None,Low,Normal
EVT00782,2026-06-24 18:56:00,U2534,Oliver Borra,HR,Executive,Bangalore,Database,Delete,556,669,32,0.243,None,Low,Normal
EVT00783,2026-04-10 08:15:00,U8858,Eshana Saha,Operations,Executive,Pune,Database,Download,16847,991,70,0.885,Data Exfiltration,Critical,Threat
EVT00784,2026-01-31 20:13:00,U8350,Jasmit Gupta,HR,Executive,Hyderabad,API,Read,738,787,24,0.252,None,Low,Normal
EVT00785,2026-12-27 19:37:00,U7211,Shravya Sidhu,HR,Developer,Bangalore,File,Write,816,995,35,0.255,None,Low,Normal
EVT00786,2026-08-02 18:04:00,U5337,Arin Kant,HR,Analyst,Pune,Cloud Storage,Write,291,317,20,0.279,None,Low,Normal
EVT00787,2026-01-26 19:10:00,U8586,Ronith Sehgal,Marketing,System Admin,Bangalore,File,Read,618,547,30,0.099,None,Low,Normal
EVT00788,2026-05-16 13:20:00,U7587,Aarini Rege,Engineering,Analyst,Bangalore,Cloud Storage,Download,23,25,13,0.025,None,Low,Normal
EVT00789,2026-12-21 22:08:00,U1113,Laksh Jha,HR,Developer,Hyderabad,Cloud Storage,Download,170,177,24,0.09,None,Low,Normal
EVT00790,2026-07-16 05:32:00,U2780,Nimrat Venkataraman,Operations,System Admin,Hyderabad,API,Delete,209,206,28,0.002,None,Low,Normal
EVT00791,2026-05-19 00:55:00,U5667,Nitara Chandra,Finance,Manager,Delhi,Cloud Storage,Delete,656,746,3,0.048,None,Low,Normal
EVT00792,2026-03-28 12:02:00,U7899,Ansh Wali,Operations,Executive,Delhi,API,Delete,6120,510,94,0.929,Impossible Travel,Critical,Threat
EVT00793,2026-01-16 09:39:00,U3066,Bakhshi Choudhary,HR,Developer,Chennai,Database,Write,7000,1000,71,0.903,Credential Abuse,Critical,Threat
EVT00794,2026-12-16 15:58:00,U5742,Omisha Trivedi,Engineering,System Admin,Bangalore,Cloud Storage,Write,622,775,10,0.219,None,Low,Normal
EVT00795,2026-07-11 21:31:00,U5052,Brinda Dyal,Legal,System Admin,Hyderabad,Cloud Storage,Read,2149,307,92,0.919,Privilege Escalation,High,Threat
EVT00796,2026-04-19 07:10:00,U4758,Dipta Dasgupta,Finance,Manager,Delhi,Database,Delete,657,625,13,0.279,None,Low,Normal
EVT00797,2026-02-07 02:30:00,U7231,Indira Srivastava,Operations,Executive,Mumbai,API,Write,572,651,22,0.128,None,Low,Normal
EVT00798,2026-08-10 13:51:00,U2803,Mason Kashyap,Engineering,Developer,Mumbai,File,Download,2285,457,77,0.796,Data Exfiltration,High,Threat
EVT00799,2026-06-04 08:34:00,U5674,Rishi Gole,Operations,Developer,Chennai,Database,Download,1022,73,75,0.776,Impossible Travel,Critical,Threat
EVT00800,2026-01-10 22:45:00,U3134,Arin De,Engineering,Developer,Pune,File,Delete,112,134,16,0.195,None,Low,Normal
EVT00801,2026-03-19 10:52:00,U3137,Advika Chokshi,Legal,Executive,Bangalore,Database,Write,344,413,13,0.211,None,Low,Normal
EVT00802,2026-09-07 16:34:00,U5939,Jagvi Manne,Legal,System Admin,Hyderabad,API,Read,112,96,9,0.058,None,Low,Normal
EVT00803,2026-09-10 22:11:00,U6996,Abdul Nagy,Operations,Analyst,Delhi,Database,Download,321,278,27,0.157,None,Low,Normal
EVT00804,2026-07-19 15:05:00,U3112,Laksh Sehgal,Engineering,Analyst,Chennai,Database,Write,670,829,26,0.149,None,Low,Normal
EVT00805,2026-05-01 12:38:00,U8172,Vrishti Jaggi,IT Security,Executive,Delhi,Cloud Storage,Download,647,545,18,0.062,None,Low,Normal
EVT00806,2026-01-07 10:51:00,U9401,Dominic Vora,Operations,Executive,Pune,File,Delete,6050,605,97,0.766,Credential Abuse,High,Threat
EVT00807,2026-08-01 12:19:00,U1640,Orinder Sur,Legal,Manager,Mumbai,API,Delete,726,66,97,0.937,Privilege Escalation,High,Threat
EVT00808,2026-09-26 18:40:00,U6317,Charles Dhar,Finance,Executive,Mumbai,API,Download,22,21,19,0.097,None,Low,Normal
EVT00809,2026-09-16 20:31:00,U4592,Dayamai Ramaswamy,Legal,Developer,Hyderabad,File,Read,3420,855,87,0.897,Data Exfiltration,Critical,Threat
EVT00810,2026-05-31 02:53:00,U8244,Ekalinga Goyal,HR,Developer,Mumbai,API,Download,324,283,10,0.134,None,Low,Normal
EVT00811,2026-12-15 19:15:00,U2535,Yash Kade,Operations,Manager,Delhi,API,Write,439,464,13,0.171,None,Low,Normal
EVT00812,2026-01-16 07:49:00,U6081,Amaira Ganesan,HR,Manager,Delhi,API,Read,216,204,10,0.022,None,Low,Normal
EVT00813,2026-10-21 02:16:00,U2642,Daksha Chakrabarti,Legal,Executive,Hyderabad,Database,Read,1005,950,25,0.115,None,Low,Normal
EVT00814,2026-04-07 05:59:00,U5068,Aarush Desai,IT Security,Analyst,Mumbai,API,Read,165,33,95,0.99,Data Exfiltration,Critical,Threat
EVT00815,2026-12-16 20:02:00,U8279,Aashi Bandi,IT Security,Manager,Mumbai,File,Download,94,107,10,0.073,None,Low,Normal
EVT00816,2026-03-31 14:54:00,U1347,Mekhala Nagar,IT Security,Analyst,Bangalore,File,Read,307,293,33,0.266,None,Low,Normal
EVT00817,2026-01-18 11:26:00,U4713,Qabil Chandra,Operations,System Admin,Hyderabad,File,Delete,24,21,15,0.277,None,Low,Normal
EVT00818,2026-03-23 20:29:00,U9057,Raghav Chander,HR,Analyst,Hyderabad,Database,Delete,834,723,23,0.023,None,Low,Normal
EVT00819,2026-03-03 18:03:00,U1710,Jeevika Hayer,Marketing,Manager,Hyderabad,Cloud Storage,Delete,454,389,12,0.204,None,Low,Normal
EVT00820,2026-07-28 23:47:00,U6707,Devansh Varty,Finance,Developer,Delhi,File,Delete,9139,703,95,0.972,Data Exfiltration,High,Threat
EVT00821,2026-04-17 17:49:00,U6247,Tripti Misra,HR,System Admin,Delhi,Cloud Storage,Read,191,172,8,0.173,None,Low,Normal
EVT00822,2026-08-24 05:46:00,U3089,Bhavini Bumb,HR,System Admin,Mumbai,File,Download,261,305,28,0.144,None,Low,Normal
EVT00823,2026-08-31 19:43:00,U3264,Chasmum Hans,IT Security,Manager,Delhi,Cloud Storage,Download,710,636,35,0.16,None,Low,Normal
EVT00824,2026-03-02 21:19:00,U7911,Ekani Srinivasan,Marketing,Executive,Pune,API,Read,768,861,16,0.109,None,Low,Normal
EVT00825,2026-12-12 02:27:00,U3188,Liam Magar,Finance,Analyst,Mumbai,File,Write,718,891,19,0.138,None,Low,Normal
EVT00826,2026-11-03 14:51:00,U4973,Nihal Joshi,HR,Manager,Bangalore,API,Read,694,584,10,0.113,None,Low,Normal
EVT00827,2026-02-09 09:10:00,U2736,Aditya Pillay,Legal,Executive,Bangalore,Cloud Storage,Write,6810,454,70,0.744,Privilege Escalation,High,Threat
EVT00828,2026-10-31 06:46:00,U3452,Bhanumati Chaudhuri,IT Security,Manager,Delhi,API,Delete,32,32,31,0.123,None,Low,Normal
EVT00829,2026-01-10 14:51:00,U5698,Samuel Solanki,Finance,Manager,Bangalore,Database,Write,867,820,33,0.048,None,Low,Normal
EVT00830,2026-11-27 19:24:00,U5227,Jonathan Rajagopal,Marketing,Executive,Mumbai,API,Download,485,453,11,0.082,None,Low,Normal
EVT00831,2026-06-04 06:35:00,U7560,Devika Mangat,Marketing,Analyst,Hyderabad,Cloud Storage,Write,3248,406,96,0.924,Data Exfiltration,Critical,Threat
EVT00832,2026-10-05 01:11:00,U3700,Indali Karan,Finance,Developer,Pune,Cloud Storage,Write,727,688,18,0.033,None,Low,Normal
EVT00833,2026-01-21 10:11:00,U4924,Krisha Sridhar,Engineering,Manager,Chennai,Database,Read,8918,637,76,0.879,Credential Abuse,High,Threat
EVT00834,2026-06-25 00:09:00,U5410,Neelima Mander,Finance,Executive,Chennai,Database,Download,788,673,3,0.014,None,Low,Normal
EVT00835,2026-09-17 16:53:00,U5626,Harish Aggarwal,Operations,Executive,Hyderabad,File,Download,1344,336,93,0.807,Privilege Escalation,High,Threat
EVT00836,2026-03-15 13:09:00,U9227,Triveni Dada,IT Security,Manager,Bangalore,Cloud Storage,Download,1028,938,3,0.087,None,Low,Normal
EVT00837,2026-03-09 22:22:00,U4794,Baljiwan Hayer,HR,Manager,Pune,API,Delete,2964,494,84,0.936,Credential Abuse,Critical,Threat
EVT00838,2026-01-30 03:16:00,U7350,Upasna Raju,HR,Manager,Chennai,Database,Write,1053,896,32,0.029,None,Low,Normal
EVT00839,2026-03-05 11:21:00,U9174,Praneel Chakrabarti,Finance,System Admin,Mumbai,API,Delete,10452,804,75,0.72,Credential Abuse,Critical,Threat
EVT00840,2026-07-07 19:53:00,U8753,Siya Kamdar,Engineering,System Admin,Pune,API,Read,3654,203,88,0.846,Credential Abuse,Critical,Threat
EVT00841,2026-04-04 22:09:00,U8222,Mason Shan,Engineering,Executive,Chennai,File,Delete,939,897,6,0.205,None,Low,Normal
EVT00842,2026-02-01 01:48:00,U1934,Joshua Kade,Legal,Manager,Pune,Database,Write,332,289,7,0.087,None,Low,Normal
EVT00843,2026-06-12 10:06:00,U7360,Rachit Wason,IT Security,System Admin,Pune,Database,Delete,2568,428,84,0.841,Impossible Travel,High,Threat
EVT00844,2026-10-17 01:06:00,U8096,Diya Dixit,HR,System Admin,Mumbai,Database,Delete,5383,769,80,0.999,Impossible Travel,High,Threat
EVT00845,2026-11-28 00:20:00,U1627,Garima Kibe,Marketing,Manager,Delhi,API,Write,428,507,21,0.17,None,Low,Normal
EVT00846,2026-09-21 05:32:00,U8046,Aarav Narayan,Operations,Manager,Bangalore,API,Read,773,812,28,0.081,None,Low,Normal
EVT00847,2026-07-19 10:50:00,U7636,Quincy Balay,Finance,Developer,Pune,Cloud Storage,Download,89,105,34,0.064,None,Low,Normal
EVT00848,2026-03-09 07:31:00,U8021,Onveer Ben,Engineering,Developer,Hyderabad,API,Delete,235,208,27,0.144,None,Low,Normal
EVT00849,2026-11-15 01:21:00,U6811,Atharv Om,Legal,Executive,Delhi,Database,Write,710,822,5,0.217,None,Low,Normal
EVT00850,2026-08-19 11:30:00,U1232,Odika Rana,HR,System Admin,Hyderabad,Cloud Storage,Delete,156,168,8,0.238,None,Low,Normal
EVT00851,2026-01-03 16:15:00,U8381,Azad Venkatesh,IT Security,Manager,Pune,Cloud Storage,Read,291,289,3,0.066,None,Low,Normal
